index,Vina,Drug,SMILES
3422,-6.9,ATIPROSIN,CCN1CCN(C2C1C3=C(C4=CC=CC=C4N3CC2)C)C(C)C
3423,-6.9,ATORVASTATIN,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
3424,-6.9,AVN-944,CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
3425,-6.9,AZD-1208,C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N
3426,-6.9,AZD-7687,CC1=C(N=C(C(=N1)C)C(=O)N)C2=CC=C(C=C2)C3CCC(CC3)CC(=O)O
3427,-6.9,AZD-9496,CC1CC2=C(C(N1CC(C)(C)F)C3=C(C=C(C=C3F)C=CC(=O)O)F)NC4=CC=CC=C24
3428,-6.9,AZD1305,CC(C)(C)OC(=O)NCCN1CC2CN(CC(C1)O2)CCOC3=C(C=C(C=C3)C#N)F
3429,-6.9,AZOTOMYCIN,C(CC(=O)NC(CCC(=O)C=[N+]=[N-])C(=O)NC(CCC(=O)C=[N+]=[N-])C(=O)O)C(C(=O)O)N
3430,-6.9,AZUMOLENE,C1C(=O)NC(=O)N1N=CC2=NC=C(O2)C3=CC=C(C=C3)Br
3431,-6.9,BEDORADRINE,CN(C)C(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=C(C=C3)O)CCO)O)C=C1
3432,-6.9,BEMETIZIDE,CC(C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)C3=CC=CC=C3
3433,-6.9,BENANSERIN,CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CCN
3434,-6.9,BENPROPERINE,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3
3435,-6.9,BENZARONE,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O
3436,-6.9,BENZMALECENE,CC(C(CC1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)NC(=O)C=CC(=O)O
3437,-6.9,BENZOYLPAS,C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)C(=O)O)O
3438,-6.9,BENZQUINAMIDE,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC
3439,-6.9,BIALAMICOL,CCN(CC)CC1=CC(=CC(=C1O)CC=C)C2=CC(=C(C(=C2)CN(CC)CC)O)CC=C
3440,-6.9,BILASTINE,CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O
3441,-6.9,BIMATOPROST,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
3442,-6.9,BISBENDAZOLE,CC(C1=NC2=CC=CC=C2N1C)SC(=S)NC3=CC=C(C=C3)NC(=S)SC(C)C4=NC5=CC=CC=C5N4C
3443,-6.9,BITOLTEROL,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C
3444,-6.9,BMS-817399,CC(C)C(C(=O)N1CCC(C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)NCC(C)(C)O
3445,-6.9,BMS-833923,CC1=C(C=C(C=C1)CNC)NC(=O)C2=CC=C(C=C2)NC3=NC4=CC=CC=C4C(=N3)C5=CC=CC=C5
3446,-6.9,BOTIACRINE,CC1(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)SCCN(C)C)C
3447,-6.9,BRILANESTRANT,CCC(=C(C1=CC=C(C=C1)C=CC(=O)O)C2=CC3=C(C=C2)NN=C3)C4=C(C=C(C=C4)F)Cl
3448,-6.9,BROMERGURIDE,CCN(CC)C(=O)NC1CN(C2CC3=C(NC4=CC=CC(=C34)C2=C1)Br)C
3449,-6.9,CALCITRIOL,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
3450,-6.9,CALUSTERONE,CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C
3451,-6.9,CARBENICILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
3452,-6.9,CARIPRAZINE,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl
3453,-6.9,CARPHENAZINE,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
3454,-6.9,CARUMONAM,C1=C(N=C(S1)N)C(=NOCC(=O)O)C(=O)NC2C(N(C2=O)S(=O)(=O)O)COC(=O)N
3455,-6.9,CEFDITOREN PIVOXIL,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C
3456,-6.9,CEFMETAZOLE,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O
3457,-6.9,CEFPROZIL,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
3458,-6.9,CEFSUMIDE,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC(=CC=C3)NS(=O)(=O)C)N)SC1)C(=O)O
3459,-6.9,CGM-097,CC(C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N6CCN(C(=O)C6)C)OC
3460,-6.9,CHLOROPREDNISONE ACETATE,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CC(C4=CC(=O)C=CC34C)Cl)C)O
3461,-6.9,CHLORPROTHIXENE,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
3462,-6.9,CICARPERONE,C1CCC2C(C1)C(CCN2CCCC(=O)C3=CC=C(C=C3)F)OC(=O)N
3463,-6.9,CICLOSIDOMINE,C1CCC(CC1)C(=NC2=C[N+](=NO2)N3CCOCC3)[O-]
3464,-6.9,CICLOTROPIUM,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(C3CCCC3)C4=CC=CC=C4)C
3465,-6.9,CILENGITIDE,CC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N
3466,-6.9,CISAPRIDE,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
3467,-6.9,CISMADINONE,CC(=O)C1(CCC2C1(CCC3C2CC(C4=CC(=O)C=CC34C)Cl)C)O
3468,-6.9,CLOBENZTROPINE,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
3469,-6.9,CLOBETASOL PROPIONATE,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl
3470,-6.9,CLOGUANAMIL,C1=CC(=C(C=C1NC(=O)NC(=N)N)Cl)C#N
3471,-6.9,CLOPENTHIXOL,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
3472,-6.9,CLOPERASTINE,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
3473,-6.9,CLOPREDNOL,CC12CC(C3C(C1CCC2(C(=O)CO)O)C=C(C4=CC(=O)C=CC34C)Cl)O
3474,-6.9,CLOTHIAPINE,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
3475,-6.9,COLESTOLONE,CC(C)CCCC(C)C1CC(=O)C2=C3CCC4CC(CCC4(C3CCC12C)C)O
3476,-6.9,CORTODOXONE,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C
3477,-6.9,CROLIBULIN,COC1=C(C(=CC(=C1)C2C3=C(C(=C(C=C3)N)N)OC(=C2C#N)N)Br)OC
3478,-6.9,CYAMEMAZINE,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C
3479,-6.9,CYCLOHEXIMIDE,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
3480,-6.9,CYCLOMETHYCAINE,CC1CCCCN1CCCOC(=O)C2=CC=C(C=C2)OC3CCCCC3
3481,-6.9,CYCLOPENTHIAZIDE,C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl
3482,-6.9,CYCLOTHIAZIDE,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl
3483,-6.9,CYHALOTHRIN,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C
3484,-6.9,CYPRENORPHINE,CC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
3485,-6.9,DAIDZEIN,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
3486,-6.9,DECITROPINE,CN1C2CCC1CC(C2)OC3C4=CC=CC=C4C=CC5=CC=CC=C35
3487,-6.9,DELAPRIL,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2
3488,-6.9,DELFAPRAZINE,CC1=CC(=C(C=C1)CC2=CC=CC=C2)N3CCNCC3
3489,-6.9,DEMECYCLINE,CN(C)C1C2CC3C(C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O
3490,-6.9,DEMEGESTONE,CC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C
3491,-6.9,DEPRODONE,CC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
3492,-6.9,DEXINDOPROFEN,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O
3493,-6.9,DEXRABEPRAZOLE,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
3494,-6.9,DEXTRAN,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O
3495,-6.9,DIFENAMIZOLE,CC(C(=O)NC1=CC(=NN1C2=CC=CC=C2)C3=CC=CC=C3)N(C)C
3496,-6.9,DILAZEP,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC
3497,-6.9,DILEVALOL,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
3498,-6.9,DIMEPROZAN,CN(C)CCC=C1C2=CC=CC=C2OC3=C1C=C(C=C3)OC
3499,-6.9,DIMOXYLINE,CCOC1=C(C=C(C=C1)CC2=NC(=CC3=CC(=C(C=C32)OC)OC)C)OC
3500,-6.9,DIPRENORPHINE,CC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
3501,-6.9,DIPROGULIC ACID,CC1(OCC2C(O1)C3C(O2)(OC(O3)(C)C)C(=O)O)C
3502,-6.9,DIVABUTEROL,CC(C)(C)C(=O)OC1=CC(=CC(=C1)C(CNC(C)(C)C)O)OC(=O)C(C)(C)C
3503,-6.9,DOBUTAMINE,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
3504,-6.9,DOFETILIDE,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
3505,-6.9,DOLIRACETAM,C1=CC=C(C=C1)C2C3=CC=CC=C3N(C2=O)CC(=O)N
3506,-6.9,DOMOPREDNATE,CCCC(=O)OC1(CCCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)C
3507,-6.9,DOQUALAST,C1=CC2=NC3=C(C=C(C=C3)C(=O)O)C(=O)N2C=C1
3508,-6.9,DORAMECTIN,CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O
3509,-6.9,DOXEFAZEPAM,C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCO)O)F
3510,-6.9,DOXORUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
3511,-6.9,DRAMEDILOL,CC(=NNC1=NN=C(C=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O)C
3512,-6.9,ELAGOLIX,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)CC(C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)OC)F
3513,-6.9,ENCIPRAZINE,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC(=C(C(=C3)OC)OC)OC)O
3514,-6.9,ENOFELAST,CC1=CC(=CC(=C1O)C)C=CC2=CC=C(C=C2)F
3515,-6.9,ENOXAMAST,C1COC2=C(O1)C=CC(=C2)C3=CSC(=N3)NC(=O)C(=O)O
3516,-6.9,EPERVUDINE,CC(C)C1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
3517,-6.9,ERBULOZOLE,CCOC(=O)NC1=CC=C(C=C1)SCC2COC(O2)(CN3C=CN=C3)C4=CC=C(C=C4)OC
3518,-6.9,ERTEBEREL,C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O
3519,-6.9,ESCULAMINE,CC1=CC(=O)OC2=C(C(=C(C=C12)O)O)CN(CCO)CCO
3520,-6.9,ETOLOTIFEN,C1CN(CCC1=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CCOCCOCCO
3521,-6.9,EZATIOSTAT,CCOC(=O)C(CCC(=O)NC(CSCC1=CC=CC=C1)C(=O)NC(C2=CC=CC=C2)C(=O)OCC)N
3522,-6.9,FALIPAMIL,CN(CCCN1CC2=CC(=C(C=C2C1=O)OC)OC)CCC3=CC(=C(C=C3)OC)OC
3523,-6.9,FEBARBAMATE,CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N
3524,-6.9,FENBENDAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
3525,-6.9,FENFLUTHRIN,CC1(C(C1C(=O)OCC2=C(C(=C(C(=C2F)F)F)F)F)C=C(Cl)Cl)C
3526,-6.9,FLAVODILOL,CCCNCC(COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3)O
3527,-6.9,FLETAZEPAM,C1CN(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
3528,-6.9,FLUCETOREX,CC(CC1=CC(=CC=C1)C(F)(F)F)NC(=O)COC2=CC=C(C=C2)NC(=O)C
3529,-6.9,FLUDARABINE PHOSPHATE,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N
3530,-6.9,FLUMAZENIL,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
3531,-6.9,FLUPROSTENOL,C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)O)O
3532,-6.9,FLURADOLINE,CNCCSC1=CC2=CC=CC=C2OC3=C1C=C(C=C3)F
3533,-6.9,FLUTAFURANOL,CNC1=NC(=C(C=C1)C2=CC3=C(O2)C=CC(=C3)O)F
3534,-6.9,FOLESCUTOL,C1COCCN1CC2=CC(=O)OC3=CC(=C(C=C23)O)O
3535,-6.9,FORMEBOLONE,CC1(CCC2C1(CC(C3C2CCC4=CC(=O)C(=CC34C)C=O)O)C)O
3536,-6.9,FORMONONETIN,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
3537,-6.9,FTIVAZIDE,COC1=C(C=CC(=C1)C=NNC(=O)C2=CC=NC=C2)O
3538,-6.9,GALANTAMINE,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
3539,-6.9,GESTONORONE CAPROATE,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C(=O)C
3540,-6.9,GLYBUTHIAZOL,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
3541,-6.9,GLYCIDIDAZOLE,CC1=NC=C(N1CCOC(=O)CN(CC(=O)O)CC(=O)OCCN2C(=NC=C2[N+](=O)[O-])C)[N+](=O)[O-]
3542,-6.9,GOLOTIMOD,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)CCC(C(=O)O)N
3543,-6.9,GRANISETRON,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
3544,-6.9,HALOFENATE,CC(=O)NCCOC(=O)C(C1=CC=C(C=C1)Cl)OC2=CC=CC(=C2)C(F)(F)F
3545,-6.9,HEXAPROFEN,CC(C1=CC=C(C=C1)C2CCCCC2)C(=O)O
3546,-6.9,HOMIDIUM,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N
3547,-6.9,HYDROCORTISONE ACEPONATE,CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)C
3548,-6.9,HYDROCORTISONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
3549,-6.9,HYDROXYPROGESTERONE,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
3550,-6.9,IBAFLOXACIN,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O
3551,-6.9,ICOTIDINE,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=C(C=CC=N3)OC
3552,-6.9,IDASANUTLIN,CC(C)(C)CC1C(C(C(N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F
3553,-6.9,IMPLANON,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
3554,-6.9,IMRECOXIB,CCCN1CC(=C(C1=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)S(=O)(=O)C
3555,-6.9,INDOPANOLOL,CC1=C(C2=C(N1)C=CC=C2OCC(CNCCOC3=CC=CC=C3)O)Cl
3556,-6.9,INFIGRATINIB,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl
3557,-6.9,ISALMADOL,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC(=O)C3=CC=CC=C3O)O
3558,-6.9,ISOFLAVONE,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O
3559,-6.9,ISOPHENOXODIOL,C1C2=C(C=C(C=C2)O)OC=C1C3=CC=C(C=C3)O
3560,-6.9,ISOPREDNIDENE,CC12CCC(=O)C=C1C=CC3C2C(CC4(C3CC(=C)C4(C(=O)CO)O)C)O
3561,-6.9,ITANOXONE,C=C(CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2Cl)C(=O)O
3562,-6.9,KD7040,CN(CCCNCC1=CC2=C(C=C1)OCO2)C3=NC(=NS3)N4C=CN=C4
3563,-6.9,KETOPROFEN,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
3564,-6.9,LAVOLTIDINE,CN1C(=NC(=N1)CO)NCCCOC2=CC=CC(=C2)CN3CCCCC3
3565,-6.9,LEMILDIPINE,CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC
3566,-6.9,LENALIDOMIDE,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
3567,-6.9,LERIGLITAZONE,CC(C1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)O
3568,-6.9,LEVDOBUTAMINE,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
3569,-6.9,LICARBAZEPINE,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O
3570,-6.9,LINOGLIRIDE,CN1CCCC1=NC(=NC2=CC=CC=C2)N3CCOCC3
3571,-6.9,LINOPIRDINE,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5
3572,-6.9,LOBUPROFEN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCCN2CCN(CC2)C3=CC(=CC=C3)Cl
3573,-6.9,LOMERIZINE,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC
3574,-6.9,LORTALAMINE,CN1CCC23C(C1)C(CC(=O)N2)C4=C(O3)C=CC(=C4)Cl
3575,-6.9,LUMICITABINE,CC(C)C(=O)OCC1(C(C(C(O1)N2C=CC(=NC2=O)N)F)OC(=O)C(C)C)CCl
3576,-6.9,LUPROSTIOL,C1C(C(C(C1O)SCC(COC2=CC(=CC=C2)Cl)O)CC=CCCCC(=O)O)O
3577,-6.9,MALEYLSULFATHIAZOLE,C1=CC(=CC=C1NC(=O)C=CC(=O)O)S(=O)(=O)NC2=NC=CS2
3578,-6.9,MALTOSE,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
3579,-6.9,MANTABEGRON,C1C2CC3CC1CC(C2)(C3)NCC(COC4=CC=CC=C4)O
3580,-6.9,MASOPROCOL,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
3581,-6.9,MECLOQUALONE,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl
3582,-6.9,MEDROGESTONE,CC1=CC2C(CCC3(C2CCC3(C)C(=O)C)C)C4(C1=CC(=O)CC4)C
3583,-6.9,MEGLITINIDE,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)C(=O)O
3584,-6.9,MESTANOLONE,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4(C)O)C
3585,-6.9,METBUFEN,CC(CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)O
3586,-6.9,METHANTHELINE,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13
3587,-6.9,METHAQUALONE,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C
3588,-6.9,METHENOLONE ENANTHATE,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4C3(C(=CC(=O)C4)C)C)C
3589,-6.9,METHYLPREDNISOLONE ACETATE,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O
3590,-6.9,METRAFAZOLINE,CC1=CC2=C(C=C1CC3=NCCN3)C4CCC2CC4
3591,-6.9,METRIBOLONE,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O
3592,-6.9,MEXRENOATE,CC12CCC(=O)C=C1CC(C3C2CCC4(C3CCC4(CCC(=O)O)O)C)C(=O)OC
3593,-6.9,MIRFENTANIL,C1CN(CCC1N(C2=NC=CN=C2)C(=O)C3=CC=CO3)CCC4=CC=CC=C4
3594,-6.9,Mitoglitazone,CCC1=CN=C(C=C1)C(=O)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
3595,-6.9,MOCIPRAZINE,COC1=CC=CC=C1N2CCN(CC2)CC(COC3(CCCCC3)C#C)O
3596,-6.9,MODIPAFANT,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)NC3=CC=CC=N3)C)C4=CC=C(C=C4)N5C(=NC6=C5C=CN=C6)C
3597,-6.9,MOLINAZONE,C1COCCN1N2C(=O)C3=CC=CC=C3N=N2
3598,-6.9,MOPIDAMOL,C1CCN(CC1)C2=NC(=NC3=CN=C(N=C32)N(CCO)CCO)N(CCO)CCO
3599,-6.9,MOVELTIPRIL,CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N2CCCC2C(=O)O
3600,-6.9,MOXIRAPRINE,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=C(C=C3)O
3601,-6.9,MUBRITINIB,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
3602,-6.9,MUROCAINIDE,CNC(=O)NC1=C(C2=C(C(=C1OCCN3CCCCC3)OC)OC=C2)OC
3603,-6.9,NAFAZATROM,CC1=NN(C(=O)C1)CCOC2=CC3=CC=CC=C3C=C2
3604,-6.9,NALBUPHINE,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
3605,-6.9,NALTREXONE,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
3606,-6.9,NANTERINONE,CC1=CC(=CC2=C1NC(=O)C=C2)N3C=C(N=C3C)C
3607,-6.9,NAPABUCASIN,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O
3608,-6.9,NAPROXEN ETEMESIL,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCS(=O)(=O)C
3609,-6.9,NAQUOTINIB,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC5CCN(C5)C(=O)C=C
3610,-6.9,NELTENEXINE,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)NC(=O)C3=CC=CS3)O
3611,-6.9,NERAMINOL,CC1=C(C(=CC=C1)C)NCCNCC(COC2=CC=CC3=C2C=NN3)O
3612,-6.9,NIFEKALANT,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO
3613,-6.9,NIFENAZONE,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
3614,-6.9,NIFLUMIC ACID,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
3615,-6.9,NIFURIZONE,CNC(=O)N1CCN(C1=O)N=CC=CC2=CC=C(O2)[N+](=O)[O-]
3616,-6.9,NITROFURANTOIN,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
3617,-6.9,NOLINIUM,C1=CC=[N+]2C=CC(=CC2=C1)NC3=CC(=C(C=C3)Cl)Cl
3618,-6.9,NORVINISTERONE,CC12CCC3C(C1CCC2(C=C)O)CCC4=CC(=O)CCC34
3619,-6.9,NOXIPTILINE,CN(C)CCON=C1C2=CC=CC=C2CCC3=CC=CC=C31
3620,-6.9,OCTRIPTYLINE,CNCCC=C1C2=CC=CC=C2C3CC3C4=CC=CC=C41
3621,-6.9,ODANACATIB,CC(C)(CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F)F
